,File1,File2,Accuracy,Scores_Array
0,ENCFF578UBP_H3K27ac.bed,class0.bed,0.5583857393224669,"[[0.617607  ]
 [0.5216611 ]
 [0.48377058]
 ...
 [0.4878816 ]
 [0.53231895]
 [0.5178963 ]]"
