,File1,File2,Accuracy,Scores_Array
0,ENCFF498CMP_H3K36me3.bed,class0.bed,0.8067041419067871,"[[0.05737018]
 [0.26487333]
 [0.9021414 ]
 ...
 [0.6125464 ]
 [0.7214881 ]
 [0.5592518 ]]"
