,File1,File2,Accuracy,Scores_Array
0,ENCFF127XXD_H3K4me3.bed,class0.bed,0.6753493619259426,"[[0.02994702]
 [0.09685141]
 [0.25535324]
 ...
 [0.5465432 ]
 [0.25864628]
 [0.47493458]]"
