,File1,File2,Accuracy,Scores_Array
0,['ENCFF183UQD_H3K4me1'],./class0.bed,0.6345630752496771,"[[0.35704026]
 [0.63109595]
 [0.73034775]
 ...
 [0.76091194]
 [0.7865716 ]
 [0.4982251 ]]"
1,['ENCFF322IFF_H3K27me3'],./class0.bed,0.7931215228392188,"[[0.09924158]
 [0.39910108]
 [0.3837218 ]
 ...
 [0.8272062 ]
 [0.77471274]
 [0.7010991 ]]"
