,File1,File2,Accuracy,Scores_Array
0,ENCFF139CKE_H4K20me1.bed,class0.bed,0.7864142338935811,"[[0.01030816]
 [0.19946879]
 [0.05285492]
 ...
 [0.5518704 ]
 [0.4119961 ]
 [0.58494455]]"
