,File1,File2,Accuracy,Scores_Array
0,ENCFF322IFF.bed,class0.bed,0.8021604107458304,"[[0.00177126]
 [0.54823375]
 [0.04324147]
 ...
 [0.7673433 ]
 [0.7011878 ]
 [0.73395926]]"
