,File1,File2,Accuracy,Scores_Array
0,ENCFF624XRN_H2AFZ.bed,class0.bed,0.7477332377527595,"[[0.04902717]
 [0.07778008]
 [0.7714728 ]
 ...
 [0.7374641 ]
 [0.4533853 ]
 [0.85377663]]"
