,File1,File2,Accuracy,Scores_Array
0,ENCFF894VEM_H3K9me3.bed,class0.bed,0.7950857752267964,"[[7.76962191e-03]
 [2.35938453e-04]
 [2.24925522e-02]
 ...
 [3.61403339e-02]
 [3.07940645e-05]
 [1.14669595e-02]]"
