,File1,File2,Accuracy,Scores_Array
0,ENCFF183UQD_H3K4me1.bed,class0.bed,0.7874753474506271,"[[0.01521035]
 [0.70879894]
 [0.7998632 ]
 ...
 [0.7913323 ]
 [0.8221941 ]
 [0.7830342 ]]"
