,File1,File2,Accuracy,Scores_Array
0,ENCFF737AMS_H3K4me3.bed,class0.bed,0.8640554036769894,"[[0.00177278]
 [0.26635826]
 [0.08758916]
 ...
 [0.01553972]
 [0.42414325]
 [0.18587258]]"
