,File1,File2,Accuracy,Scores_Array
0,ENCFF099LMD_H3K4me2.bed,class0.bed,0.6621643223893381,"[[0.05825932]
 [0.7502472 ]
 [0.21739568]
 ...
 [0.6833142 ]
 [0.64356524]
 [0.7689698 ]]"
